amp,ROI,position,subject
0.393694486390624,5,5,6
0,0,0,0
0,0,0,0
0,0,0,0
1.42385962177346,5,5,7
0,0,0,0
0,0,0,0
0,0,0,0
1.78133236712543,5,5,8
0,0,0,0
0,0,0,0
0,0,0,0
0.493545442808943,5,5,9
0,0,0,0
0,0,0,0
0,0,0,0
0.57260648509929,6,5,1
0,0,0,0
0,0,0,0
0,0,0,0
0.176903611782025,6,5,2
0,0,0,0
0,0,0,0
0,0,0,0
0.201644003328515,6,5,3
0,0,0,0
0,0,0,0
0,0,0,0
0.582615355023514,6,5,4
0,0,0,0
0,0,0,0
0,0,0,0
0.392333039616048,6,5,5
0,0,0,0
0,0,0,0
0,0,0,0
0.74487246508618,6,5,6
0,0,0,0
0,0,0,0
0,0,0,0
0.362965246964709,6,5,7
0,0,0,0
0,0,0,0
0,0,0,0
0.463273816082524,6,5,8
0,0,0,0
0,0,0,0
0,0,0,0
0.723974708479504,6,5,9
0,0,0,0
0,0,0,0
0,0,0,0
0.752964119074563,7,5,1
0,0,0,0
0,0,0,0
0,0,0,0
0.266115370335607,7,5,2
0,0,0,0
0,0,0,0
0,0,0,0
0.323612173176626,7,5,3
0,0,0,0
0,0,0,0
0,0,0,0
0.20531401301082,7,5,4
0,0,0,0
0,0,0,0
0,0,0,0
0.494552119927604,7,5,5
0,0,0,0
0,0,0,0
0,0,0,0
0.53139289499114,7,5,6
0,0,0,0
0,0,0,0
0,0,0,0
0.4895186247877,7,5,7
0,0,0,0
0,0,0,0
0,0,0,0
0.860214450925375,7,5,8
0,0,0,0
0,0,0,0
0,0,0,0
0.602750414597556,7,5,9
0,0,0,0
0,0,0,0
0,0,0,0
0.718345605892202,8,5,1
0,0,0,0
0,0,0,0
0,0,0,0
0.122117866976339,8,5,2
0,0,0,0
0,0,0,0
0,0,0,0
0.638533582368795,8,5,3
0,0,0,0
0,0,0,0
0,0,0,0
0.562107169219022,8,5,4
0,0,0,0
0,0,0,0
0,0,0,0
0.610691013994634,8,5,5
0,0,0,0
0,0,0,0
0,0,0,0
0.647998679559567,8,5,6
0,0,0,0
0,0,0,0
0,0,0,0
0.591369231055656,8,5,7
0,0,0,0
0,0,0,0
0,0,0,0
0.88323778787422,8,5,8
0,0,0,0
0,0,0,0
0,0,0,0
0.851360367825838,8,5,9
0,0,0,0
0,0,0,0
0,0,0,0
0.596507156859874,9,5,1
0,0,0,0
0,0,0,0
0,0,0,0
0.196694598266088,9,5,2
0,0,0,0
0,0,0,0
0,0,0,0
0.550843972960645,9,5,3
0,0,0,0
0,0,0,0
0,0,0,0
0.553366076561232,9,5,4
0,0,0,0
0,0,0,0
0,0,0,0
0.209310178218487,9,5,5
0,0,0,0
0,0,0,0
0,0,0,0
0.497740940415907,9,5,6
0,0,0,0
0,0,0,0
0,0,0,0
1.77806208159422,9,5,7
0,0,0,0
0,0,0,0
0,0,0,0
1.38827333552057,9,5,8
0,0,0,0
0,0,0,0
0,0,0,0
0.446906427268236,9,5,9
0,0,0,0
0,0,0,0
0,0,0,0
0.305726060061813,1,6,1
0,0,0,0
0,0,0,0
0,0,0,0
0.537751623063514,1,6,2
0,0,0,0
0,0,0,0
0,0,0,0
0.529128244454795,1,6,3
0,0,0,0
0,0,0,0
0,0,0,0
0.202743062983809,1,6,4
0,0,0,0
0,0,0,0
0,0,0,0
0.992181656418951,1,6,5
0,0,0,0
0,0,0,0
0,0,0,0
0.988140236977488,1,6,6
0,0,0,0
0,0,0,0
0,0,0,0
0.508046381158443,1,6,7
0,0,0,0
0,0,0,0
0,0,0,0
0.464270837575508,1,6,8
0,0,0,0
0,0,0,0
0,0,0,0
0.681311977393875,1,6,9
0,0,0,0
0,0,0,0
0,0,0,0
0.295994833342443,2,6,1
0,0,0,0
0,0,0,0
0,0,0,0
0.625441294067489,2,6,2
0,0,0,0
0,0,0,0
0,0,0,0
0.459575211004605,2,6,3
0,0,0,0
0,0,0,0
0,0,0,0
0.244606085522741,2,6,4
0,0,0,0
0,0,0,0
0,0,0,0
0.971401091528697,2,6,5
0,0,0,0
0,0,0,0
0,0,0,0
1.00793237827538,2,6,6
0,0,0,0
0,0,0,0
0,0,0,0
0.571862513447061,2,6,7
0,0,0,0
0,0,0,0
0,0,0,0
0.501530583982418,2,6,8
0,0,0,0
0,0,0,0
0,0,0,0
1.07387786870812,2,6,9
0,0,0,0
0,0,0,0
0,0,0,0
0.36527161980863,3,6,1
0,0,0,0
0,0,0,0
0,0,0,0
0.718983192331962,3,6,2
0,0,0,0
0,0,0,0
0,0,0,0
0.180269268774384,3,6,3
0,0,0,0
0,0,0,0
0,0,0,0
0.317008100316096,3,6,4
0,0,0,0
0,0,0,0
0,0,0,0
0.964273893314984,3,6,5
0,0,0,0
0,0,0,0
0,0,0,0
0.873108090265649,3,6,6
0,0,0,0
0,0,0,0
0,0,0,0
0.574312518671214,3,6,7
0,0,0,0
0,0,0,0
0,0,0,0
0.265733714231047,3,6,8
0,0,0,0
0,0,0,0
0,0,0,0
1.21489305522486,3,6,9
0,0,0,0
0,0,0,0
0,0,0,0
0.638629171157246,4,6,1
0,0,0,0
0,0,0,0
0,0,0,0
0.851119973287271,4,6,2
0,0,0,0
0,0,0,0
0,0,0,0
0.495476981078693,4,6,3
0,0,0,0
0,0,0,0
0,0,0,0
0.136148328319237,4,6,4
0,0,0,0
0,0,0,0
0,0,0,0
0.915844644228233,4,6,5
0,0,0,0
0,0,0,0
0,0,0,0
0.660869441839825,4,6,6
0,0,0,0
0,0,0,0
0,0,0,0
0.775523518848279,4,6,7
0,0,0,0
0,0,0,0
0,0,0,0
0.395668031071554,4,6,8
0,0,0,0
0,0,0,0
0,0,0,0
1.0142260315404,4,6,9
0,0,0,0
0,0,0,0
0,0,0,0
0.97979665408689,5,6,1
0,0,0,0
0,0,0,0
0,0,0,0
0.837536645803601,5,6,2
0,0,0,0
0,0,0,0
0,0,0,0
0.887530645569474,5,6,3
0,0,0,0
0,0,0,0
0,0,0,0
0.180396169567451,5,6,4
0,0,0,0
0,0,0,0
0,0,0,0
1.27739911267083,5,6,5
0,0,0,0
0,0,0,0
0,0,0,0
0.902120392016667,5,6,6
0,0,0,0
0,0,0,0
0,0,0,0
0.704915594876373,5,6,7
0,0,0,0
0,0,0,0
0,0,0,0
0.634871164118317,5,6,8
0,0,0,0
0,0,0,0
0,0,0,0
1.2750828785772,5,6,9
0,0,0,0
0,0,0,0
0,0,0,0
0.833037345225164,6,6,1
0,0,0,0
0,0,0,0
0,0,0,0
0.36633135045997,6,6,2
0,0,0,0
0,0,0,0
0,0,0,0
0.792241392736121,6,6,3
0,0,0,0
0,0,0,0
0,0,0,0
0.0480740343664263,6,6,4
0,0,0,0
0,0,0,0
0,0,0,0
1.40335803498653,6,6,5
0,0,0,0
0,0,0,0
0,0,0,0
0.465500102226015,6,6,6
0,0,0,0
0,0,0,0
0,0,0,0
0.666581831594189,6,6,7
0,0,0,0
0,0,0,0
0,0,0,0
0.645859149006397,6,6,8
0,0,0,0
0,0,0,0
0,0,0,0
1.19523759478293,6,6,9
0,0,0,0
0,0,0,0
0,0,0,0
0.848627986028776,7,6,1
0,0,0,0
0,0,0,0
0,0,0,0
0.662707513332657,7,6,2
0,0,0,0
0,0,0,0
0,0,0,0
0.594447280604361,7,6,3
0,0,0,0
0,0,0,0
0,0,0,0
0.289520843787134,7,6,4
0,0,0,0
0,0,0,0
0,0,0,0
1.01210198827001,7,6,5
0,0,0,0
0,0,0,0
0,0,0,0
0.771866523127099,7,6,6
0,0,0,0
0,0,0,0
0,0,0,0
1.09615402831285,7,6,7
0,0,0,0
0,0,0,0
0,0,0,0
0.709588347120363,7,6,8
0,0,0,0
0,0,0,0
0,0,0,0
1.31007076933469,7,6,9
0,0,0,0
0,0,0,0
0,0,0,0
0.606420440485731,8,6,1
0,0,0,0
0,0,0,0
0,0,0,0
0.55774205721164,8,6,2
0,0,0,0
0,0,0,0
0,0,0,0
0.30259131460595,8,6,3
0,0,0,0
0,0,0,0
0,0,0,0
0.391669063205212,8,6,4
0,0,0,0
0,0,0,0
0,0,0,0
1.40580367094497,8,6,5
0,0,0,0
0,0,0,0
0,0,0,0
0.540527750764976,8,6,6
0,0,0,0
0,0,0,0
0,0,0,0
0.249812457955654,8,6,7
0,0,0,0
0,0,0,0
0,0,0,0
0.213849199966447,8,6,8
0,0,0,0
0,0,0,0
0,0,0,0
1.36849297240326,8,6,9
0,0,0,0
0,0,0,0
0,0,0,0
0.505043394005896,9,6,1
0,0,0,0
0,0,0,0
0,0,0,0
0.730072259053836,9,6,2
0,0,0,0
0,0,0,0
0,0,0,0
0.707075938673815,9,6,3
0,0,0,0
0,0,0,0
0,0,0,0
0.226402745881244,9,6,4
0,0,0,0
0,0,0,0
0,0,0,0
1.28659594010146,9,6,5
0,0,0,0
0,0,0,0
0,0,0,0
0.528129931588867,9,6,6
0,0,0,0
0,0,0,0
0,0,0,0
0.557034890334306,9,6,7
0,0,0,0
0,0,0,0
0,0,0,0
0.335083739759199,9,6,8
0,0,0,0
0,0,0,0
0,0,0,0
1.37710320483985,9,6,9
