err,ROI,position,subject
0.35,1,1,1
1.5980638440601,1,1,2
1.9183859521282,1,1,3
0.316033832968339,1,1,4
0.606514218887456,1,1,5
0.269281461242723,1,1,6
0.882894435477581,1,1,7
1.44307641547487,1,1,8
1.3330470309799,1,1,9
1.26021317200423,2,1,1
0.772342699047477,2,1,2
0.85,2,1,3
0.236958091060756,2,1,4
0.693506834626616,2,1,5
0.277046522671121,2,1,6
0.613757949338455,2,1,7
0.759534213176148,2,1,8
0.59807212906142,2,1,9
0.182228303000846,3,1,1
1.06832310494201,3,1,2
1.76509910435474,3,1,3
0.0716695339180613,3,1,4
1.33627729810817,3,1,5
0.335644949043039,3,1,6
1.34880823935382,3,1,7
0.423787895200797,3,1,8
0.7328152082934,3,1,9
1.04771878232593,4,1,1
1.09013102645099,4,1,2
1.0401389208633,4,1,3
0.206245702893757,4,1,4
0.85,4,1,5
0.434068973665793,4,1,6
1.43588271642978,4,1,7
0.0732300329546862,4,1,8
0.681063768824895,4,1,9
0.111543905088333,5,1,1
0.246442982760269,5,1,2
0.35,5,1,3
0.13351695663235,5,1,4
1.04078113033573,5,1,5
2.59291759130598,5,1,6
1.72735511857792,5,1,7
0.887674217141859,5,1,8
0.667583142426612,5,1,9
0.132887590879548,6,1,1
3.03055120066721,6,1,2
1.40237590059026,6,1,3
0.0404069187745768,6,1,4
1.71705796277085,6,1,5
0.224479572178829,6,1,6
0.123560998875279,6,1,7
1.79552620856734,6,1,8
0.219205368423309,6,1,9
0.153168488803477,7,1,1
0.302971254797094,7,1,2
1.65,7,1,3
0.0946820943296514,7,1,4
0.907523018636356,7,1,5
0.207643050306173,7,1,6
0.426492314551093,7,1,7
0.126733677892533,7,1,8
0.226319144792269,7,1,9
0.240918813237147,8,1,1
2.60117197040279,8,1,2
1.51333951412598,8,1,3
0.0294663771332446,8,1,4
0.674000412652446,8,1,5
0.273430866616093,8,1,6
1.59554776541428,8,1,7
2.2288921388467,8,1,8
0.793558886742229,8,1,9
0.687591324022192,9,1,1
2.41631225941034,9,1,2
1.19812982265429,9,1,3
0.152468406138095,9,1,4
0.683233332201093,9,1,5
0.0285628141645533,9,1,6
2.61012261010637,9,1,7
2.07502624531867,9,1,8
0.629643216518308,9,1,9
1.34696528318702,1,2,1
0.722597189784514,1,2,2
1.91379021898315,1,2,3
0.429862560978722,1,2,4
0.317103266618567,1,2,5
0.191337355846461,1,2,6
0.283626695886023,1,2,7
1.57116330871686,1,2,8
0.202228394565098,1,2,9
1.24060412474025,2,2,1
0.595867878287009,2,2,2
1.74693162585496,2,2,3
0.213236993207373,2,2,4
0.639255449040399,2,2,5
0.141917584872783,2,2,6
0.344620534849145,2,2,7
1.71720634765895,2,2,8
0.251756351532581,2,2,9
0.409137284643924,3,2,1
0.599733682939603,3,2,2
1.21181177592879,3,2,3
0.053719336010115,3,2,4
0.698682100159849,3,2,5
0.424540984765149,3,2,6
0.287243721465774,3,2,7
1.7761923683753,3,2,8
0.0471370917628521,3,2,9
0.149394007027149,4,2,1
0.754868084979086,4,2,2
1.3617490426616,4,2,3
0.106774751864179,4,2,4
1.95571823147081,4,2,5
1.32394577804051,4,2,6
0.659220721728173,4,2,7
0.910112753550844,4,2,8
0.539311968359809,4,2,9
0.185351674378311,5,2,1
0.565816419918198,5,2,2
0.552255012281239,5,2,3
0.248658352221705,5,2,4
0.557182255340664,5,2,5
0.337294116895905,5,2,6
0.00174312967254742,5,2,7
1.92427172652055,5,2,8
0.121593377422885,5,2,9
0.0416035090886028,6,2,1
0.804603963288144,6,2,2
0.272331414146938,6,2,3
0.301826137662467,6,2,4
0.682693500228088,6,2,5
0.452789006928087,6,2,6
0.675721336888317,6,2,7
1.28610705444053,6,2,8
0.352851535700867,6,2,9
0.0507635331712665,7,2,1
0.56179689746437,7,2,2
0.129927699067402,7,2,3
0.844646102859442,7,2,4
0.862987301879518,7,2,5
0.448208530247212,7,2,6
0.214980999370558,7,2,7
1.7387025194729,7,2,8
0.00451101086897487,7,2,9
0.327687134192135,8,2,1
0.35,8,2,2
0.374014930243461,8,2,3
0.369976148066049,8,2,4
0.434858982032602,8,2,5
0.623521615204192,8,2,6
0.209063835447719,8,2,7
1.64663198157214,8,2,8
0.25,8,2,9
0.202607297877046,9,2,1
0.149540401593021,9,2,2
0.000205059773457861,9,2,3
1.02062968049269,9,2,4
0.34210730008781,9,2,5
1.0400631379155,9,2,6
1.79290342975831,9,2,7
1.72792294846196,9,2,8
0.208227081600081,9,2,9
0.111208812516383,1,3,1
1.16701674282521,1,3,2
0.16300000123876,1,3,3
0.463107757798831,1,3,4
0.448381494199466,1,3,5
0.6412862043191,1,3,6
0.297841246577008,1,3,7
0.522416633693313,1,3,8
0.353327748679313,1,3,9
0.0698861903357977,2,3,1
1.20491045963272,2,3,2
0.190784065068691,2,3,3
0.784879807517306,2,3,4
0.424554361820971,2,3,5
0.411128763256043,2,3,6
0.541389468082217,2,3,7
0.53964745296508,2,3,8
0.209095306208475,2,3,9
0.0845548752214808,3,3,1
1.1421189711399,3,3,2
0.0345165516804281,3,3,3
0.975696922998776,3,3,4
0.548341015825939,3,3,5
0.104711905586064,3,3,6
0.275070003649426,3,3,7
0.70921803398226,3,3,8
0.0726478034368317,3,3,9
0.0109221811004458,4,3,1
1.09024541055559,4,3,2
0.624903384450611,4,3,3
1.05969389155263,4,3,4
0.391015056573962,4,3,5
0.244904336102748,4,3,6
0.491312354948995,4,3,7
0.819056648185133,4,3,8
0.171430620366838,4,3,9
0.0952826153058856,5,3,1
0.71664421194759,5,3,2
0.33631027909622,5,3,3
1.10251348526964,5,3,4
0.660870936744582,5,3,5
0.25,5,3,6
0.203312010219072,5,3,7
1.14853322788968,5,3,8
0.0677143294082401,5,3,9
0.110422443211359,6,3,1
0.36164821561986,6,3,2
0.375982106373159,6,3,3
0.690793340397376,6,3,4
0.601152817877544,6,3,5
0.329735914588434,6,3,6
0.192970195225621,6,3,7
0.0184513509087033,6,3,8
0.0869279863859419,6,3,9
0.0725838569596529,7,3,1
0.596751698779843,7,3,2
0.613774563695061,7,3,3
0.195905520269677,7,3,4
0.440308095884597,7,3,5
0.0603840742677138,7,3,6
0.35496807073857,7,3,7
0.556242975238059,7,3,8
0.0678350611313011,7,3,9
