base,ROI,position,subject
0,0,0,0
0,0,0,0
0,0,0,0
-0.239640236434085,4,5,5
0,0,0,0
0,0,0,0
0,0,0,0
-0.0117153819659104,4,5,6
0,0,0,0
0,0,0,0
0,0,0,0
-0.281615165368192,4,5,7
0,0,0,0
0,0,0,0
0,0,0,0
-0.118168637337346,4,5,8
0,0,0,0
0,0,0,0
0,0,0,0
-0.0366580600437986,4,5,9
0,0,0,0
0,0,0,0
0,0,0,0
-0.0850136427869794,5,5,1
0,0,0,0
0,0,0,0
0,0,0,0
-0.123857953086085,5,5,2
0,0,0,0
0,0,0,0
0,0,0,0
-0.331992820274283,5,5,3
0,0,0,0
0,0,0,0
0,0,0,0
-0.290745544168723,5,5,4
0,0,0,0
0,0,0,0
0,0,0,0
-0.166026072413134,5,5,5
0,0,0,0
0,0,0,0
0,0,0,0
0.18077545864797,5,5,6
0,0,0,0
0,0,0,0
0,0,0,0
-0.750618989482043,5,5,7
0,0,0,0
0,0,0,0
0,0,0,0
-0.286589829036229,5,5,8
0,0,0,0
0,0,0,0
0,0,0,0
-0.22647202568763,5,5,9
0,0,0,0
0,0,0,0
0,0,0,0
-0.00557808917386684,6,5,1
0,0,0,0
0,0,0,0
0,0,0,0
-0.080783474471238,6,5,2
0,0,0,0
0,0,0,0
0,0,0,0
-0.0978064023813646,6,5,3
0,0,0,0
0,0,0,0
0,0,0,0
-0.184775300409201,6,5,4
0,0,0,0
0,0,0,0
0,0,0,0
-0.157757785078473,6,5,5
0,0,0,0
0,0,0,0
0,0,0,0
-0.0956155254551069,6,5,6
0,0,0,0
0,0,0,0
0,0,0,0
-0.0320506065403482,6,5,7
0,0,0,0
0,0,0,0
0,0,0,0
0.0582021501057692,6,5,8
0,0,0,0
0,0,0,0
0,0,0,0
-0.290972818959345,6,5,9
0,0,0,0
0,0,0,0
0,0,0,0
-0.0738664131707959,7,5,1
0,0,0,0
0,0,0,0
0,0,0,0
-0.170715499058428,7,5,2
0,0,0,0
0,0,0,0
0,0,0,0
-0.114178959624822,7,5,3
0,0,0,0
0,0,0,0
0,0,0,0
0.0201600731916655,7,5,4
0,0,0,0
0,0,0,0
0,0,0,0
-0.354369425206664,7,5,5
0,0,0,0
0,0,0,0
0,0,0,0
-0.052434633842377,7,5,6
0,0,0,0
0,0,0,0
0,0,0,0
-0.245153692893993,7,5,7
0,0,0,0
0,0,0,0
0,0,0,0
-0.0849880340053055,7,5,8
0,0,0,0
0,0,0,0
0,0,0,0
-0.0363271622281133,7,5,9
0,0,0,0
0,0,0,0
0,0,0,0
-0.0354065234698864,8,5,1
0,0,0,0
0,0,0,0
0,0,0,0
-0.142383327171216,8,5,2
0,0,0,0
0,0,0,0
0,0,0,0
-0.237636401769373,8,5,3
0,0,0,0
0,0,0,0
0,0,0,0
-0.133567517792051,8,5,4
0,0,0,0
0,0,0,0
0,0,0,0
-0.48286432163515,8,5,5
0,0,0,0
0,0,0,0
0,0,0,0
-0.0456645151133478,8,5,6
0,0,0,0
0,0,0,0
0,0,0,0
-0.270954406432486,8,5,7
0,0,0,0
0,0,0,0
0,0,0,0
-0.114357048044799,8,5,8
0,0,0,0
0,0,0,0
0,0,0,0
-0.480203450598636,8,5,9
0,0,0,0
0,0,0,0
0,0,0,0
0.064011390160698,9,5,1
0,0,0,0
0,0,0,0
0,0,0,0
-0.158530161129289,9,5,2
0,0,0,0
0,0,0,0
0,0,0,0
-0.227605023317101,9,5,3
0,0,0,0
0,0,0,0
0,0,0,0
-0.165830476071347,9,5,4
0,0,0,0
0,0,0,0
0,0,0,0
-0.161154838524303,9,5,5
0,0,0,0
0,0,0,0
0,0,0,0
-0.0547614305883285,9,5,6
0,0,0,0
0,0,0,0
0,0,0,0
-0.556906162602168,9,5,7
0,0,0,0
0,0,0,0
0,0,0,0
-0.196170746156517,9,5,8
0,0,0,0
0,0,0,0
0,0,0,0
-0.132098761567622,9,5,9
0,0,0,0
0,0,0,0
0,0,0,0
-0.0254243299785116,1,6,1
0,0,0,0
0,0,0,0
0,0,0,0
-0.132207551272514,1,6,2
0,0,0,0
0,0,0,0
0,0,0,0
-0.275647863510547,1,6,3
0,0,0,0
0,0,0,0
0,0,0,0
0.00393522028837402,1,6,4
0,0,0,0
0,0,0,0
0,0,0,0
-0.327656705570554,1,6,5
0,0,0,0
0,0,0,0
0,0,0,0
-0.293103328102129,1,6,6
0,0,0,0
0,0,0,0
0,0,0,0
-0.0644090137523969,1,6,7
0,0,0,0
0,0,0,0
0,0,0,0
-0.132381130636439,1,6,8
0,0,0,0
0,0,0,0
0,0,0,0
-0.138349943689461,1,6,9
0,0,0,0
0,0,0,0
0,0,0,0
-0.146301930413664,2,6,1
0,0,0,0
0,0,0,0
0,0,0,0
-0.134767934497391,2,6,2
0,0,0,0
0,0,0,0
0,0,0,0
-0.330227909814539,2,6,3
0,0,0,0
0,0,0,0
0,0,0,0
-0.133655828366727,2,6,4
0,0,0,0
0,0,0,0
0,0,0,0
-0.368715554426739,2,6,5
0,0,0,0
0,0,0,0
0,0,0,0
-0.329361322218015,2,6,6
0,0,0,0
0,0,0,0
0,0,0,0
-0.0228238277159144,2,6,7
0,0,0,0
0,0,0,0
0,0,0,0
-0.0846136803533994,2,6,8
0,0,0,0
0,0,0,0
0,0,0,0
-0.295843903161893,2,6,9
0,0,0,0
0,0,0,0
0,0,0,0
-0.175564355579584,3,6,1
0,0,0,0
0,0,0,0
0,0,0,0
-0.186792264764179,3,6,2
0,0,0,0
0,0,0,0
0,0,0,0
-0.0818430504803383,3,6,3
0,0,0,0
0,0,0,0
0,0,0,0
-0.0982509589068356,3,6,4
0,0,0,0
0,0,0,0
0,0,0,0
-0.34851812938815,3,6,5
0,0,0,0
0,0,0,0
0,0,0,0
-0.2263090631256,3,6,6
0,0,0,0
0,0,0,0
0,0,0,0
-0.0750827694938838,3,6,7
0,0,0,0
0,0,0,0
0,0,0,0
0.0391460135291416,3,6,8
0,0,0,0
0,0,0,0
0,0,0,0
-0.34129372702415,3,6,9
0,0,0,0
0,0,0,0
0,0,0,0
-0.0513930712991999,4,6,1
0,0,0,0
0,0,0,0
0,0,0,0
-0.206375555218661,4,6,2
0,0,0,0
0,0,0,0
0,0,0,0
-0.155050712307108,4,6,3
0,0,0,0
0,0,0,0
0,0,0,0
0.00445840521581537,4,6,4
0,0,0,0
0,0,0,0
0,0,0,0
-0.314731490968987,4,6,5
0,0,0,0
0,0,0,0
0,0,0,0
-0.0723577749657311,4,6,6
0,0,0,0
0,0,0,0
0,0,0,0
-0.221689766599794,4,6,7
0,0,0,0
0,0,0,0
0,0,0,0
0.000753203922202118,4,6,8
0,0,0,0
0,0,0,0
0,0,0,0
-0.314349125709063,4,6,9
0,0,0,0
0,0,0,0
0,0,0,0
-0.364508948534239,5,6,1
0,0,0,0
0,0,0,0
0,0,0,0
-0.331137752190871,5,6,2
0,0,0,0
0,0,0,0
0,0,0,0
-0.459093403628588,5,6,3
0,0,0,0
0,0,0,0
0,0,0,0
-0.0311383138435418,5,6,4
0,0,0,0
0,0,0,0
0,0,0,0
-0.47169699958288,5,6,5
0,0,0,0
0,0,0,0
0,0,0,0
-0.19872481328481,5,6,6
0,0,0,0
0,0,0,0
0,0,0,0
-0.199403452425324,5,6,7
0,0,0,0
0,0,0,0
0,0,0,0
-0.406109521272544,5,6,8
0,0,0,0
0,0,0,0
0,0,0,0
-0.496799743922429,5,6,9
0,0,0,0
0,0,0,0
0,0,0,0
0.00969056493231534,6,6,1
0,0,0,0
0,0,0,0
0,0,0,0
-0.159644070942999,6,6,2
0,0,0,0
0,0,0,0
0,0,0,0
-0.339239424356268,6,6,3
0,0,0,0
0,0,0,0
0,0,0,0
-0.102595859133847,6,6,4
0,0,0,0
0,0,0,0
0,0,0,0
-0.478192354198641,6,6,5
0,0,0,0
0,0,0,0
0,0,0,0
-0.0555476901748744,6,6,6
0,0,0,0
0,0,0,0
0,0,0,0
-0.450944159343573,6,6,7
0,0,0,0
0,0,0,0
0,0,0,0
-0.301348306284037,6,6,8
0,0,0,0
0,0,0,0
0,0,0,0
-0.282754827258825,6,6,9
0,0,0,0
0,0,0,0
0,0,0,0
-0.223062604714041,7,6,1
0,0,0,0
0,0,0,0
0,0,0,0
-0.139159353177013,7,6,2
0,0,0,0
0,0,0,0
0,0,0,0
-0.205748095240995,7,6,3
0,0,0,0
0,0,0,0
0,0,0,0
-0.0838136760073528,7,6,4
0,0,0,0
0,0,0,0
0,0,0,0
-0.235078486315881,7,6,5
0,0,0,0
0,0,0,0
0,0,0,0
-0.140732307646322,7,6,6
0,0,0,0
0,0,0,0
0,0,0,0
-0.538748123809075,7,6,7
0,0,0,0
0,0,0,0
0,0,0,0
-0.14428513267043,7,6,8
0,0,0,0
0,0,0,0
0,0,0,0
-0.322390927323831,7,6,9
0,0,0,0
0,0,0,0
0,0,0,0
0.101000688086037,8,6,1
0,0,0,0
0,0,0,0
0,0,0,0
-0.0827982886176288,8,6,2
0,0,0,0
0,0,0,0
0,0,0,0
0.0459288108834772,8,6,3
0,0,0,0
0,0,0,0
0,0,0,0
-0.233624095929036,8,6,4
0,0,0,0
0,0,0,0
0,0,0,0
-0.438106049872617,8,6,5
0,0,0,0
0,0,0,0
0,0,0,0
-0.0430355304527568,8,6,6
0,0,0,0
0,0,0,0
0,0,0,0
-0.227904190639971,8,6,7
0,0,0,0
0,0,0,0
0,0,0,0
-0.131645567725746,8,6,8
0,0,0,0
0,0,0,0
0,0,0,0
-0.361560643900512,8,6,9
0,0,0,0
0,0,0,0
0,0,0,0
0.171333351536387,9,6,1
0,0,0,0
0,0,0,0
0,0,0,0
-0.255950033811555,9,6,2
0,0,0,0
0,0,0,0
0,0,0,0
-0.127374045136214,9,6,3
0,0,0,0
0,0,0,0
0,0,0,0
0.0523548410794576,9,6,4
0,0,0,0
0,0,0,0
0,0,0,0
-0.429413569528324,9,6,5
0,0,0,0
0,0,0,0
0,0,0,0
-0.131928930159294,9,6,6
0,0,0,0
0,0,0,0
0,0,0,0
-0.053922831231636,9,6,7
0,0,0,0
0,0,0,0
0,0,0,0
-0.210987492380095,9,6,8
0,0,0,0
0,0,0,0
0,0,0,0
-0.29028565512484,9,6,9
