dprime,ROI,disparity,subject
0.461171779941178,1,12.98,1
0.038320679924816,1,14.488,1
0.152173645551711,1,16.276,1
0,1,18.415,1
0,1,21.006,1
0.153063654915892,1,27.468,1
0.190494325476527,1,30.764,1
-0.0760316231203884,1,34.691,1
0.538549923274166,1,39.421,1
0.343557980392418,1,43.744,1
0.267083629266563,1,49.179,1
-0.0379883512302822,1,55.697,1
-0.0379883512302822,1,62.159,1
0.231077786624032,1,70.185,1
0.538549923274166,1,83.165,1
0.0381536712010399,2,12.98,1
-0.190494325476527,2,14.488,1
0.0760316231203884,2,16.276,1
0.038320679924816,2,18.415,1
0.305915740699621,2,21.006,1
-0.228537597366633,2,27.468,1
0.267872468809514,2,30.764,1
0.698080103547078,2,34.691,1
0.343557980392418,2,39.421,1
0.382390091825476,2,43.744,1
0.420936123725406,2,49.179,1
0.820141597147602,2,55.697,1
0.382390091825476,2,62.159,1
0.382104012292348,2,70.185,1
0.190216917441817,2,83.165,1
-0.0764743511258559,3,12.98,1
-0.228537597366633,3,14.488,1
-0.266691268567673,3,16.276,1
-0.267872468809514,3,18.415,1
0.0761969430911461,3,21.006,1
-0.228537597366633,3,27.468,1
-0.152173645551711,3,30.764,1
0.498950255433546,3,34.691,1
0.114019974350671,3,39.421,1
0.305915740699621,3,43.744,1
0.305915740699621,3,49.179,1
0.663841127138441,3,55.697,1
0.382390091825476,3,62.159,1
0.461171779941178,3,70.185,1
0.657421501211979,3,83.165,1
0.191052006146174,4,12.98,1
-0.422851100016362,4,14.488,1
-0.427402649082427,4,16.276,1
0.0379883512302822,4,18.415,1
0.345097760974703,4,21.006,1
0.152173645551711,4,27.468,1
0.384697428815322,4,30.764,1
-0.152173645551711,4,34.691,1
0.114185294321428,4,39.421,1
0.0768667118247459,4,43.744,1
0.459768235158464,4,49.179,1
0.621779305441632,4,55.697,1
0.382390091825476,4,62.159,1
0.228537597366633,4,70.185,1
0.459768235158464,4,83.165,1
0.191052006146174,5,12.98,1
0.0379883512302822,5,14.488,1
0.698080103547078,5,16.276,1
0.305237300467603,5,18.415,1
0.228370588642857,5,21.006,1
0.266691268567673,5,27.468,1
0.99031957352289,5,30.764,1
1.49760847248024,5,34.691,1
0.382104012292348,5,39.421,1
0.462940989838473,5,43.744,1
1.25811798457249,5,49.179,1
1.55102074461975,5,55.697,1
1.12362642743674,5,62.159,1
2.02144387880618,5,70.185,1
1.76650432823688,5,83.165,1
0.617331611389868,6,12.98,1
0.152173645551711,6,14.488,1
0.152173645551711,6,16.276,1
0.459768235158464,6,18.415,1
0.617331611389868,6,21.006,1
0.503599592173573,6,27.468,1
0.498950255433546,6,30.764,1
1.35244394134654,6,34.691,1
0.903516420287725,6,39.421,1
0.699793437149772,6,43.744,1
0.988493914685306,6,49.179,1
1.54694135689848,6,55.697,1
1.88245179650006,6,62.159,1
1.34936301678954,6,70.185,1
1.4957171895266,6,83.165,1
0.19189576634895,7,12.98,1
-0.229884117579232,7,14.488,1
0.498950255433546,7,16.276,1
0.382390091825476,7,18.415,1
-0.114185294321428,7,21.006,1
0.383251432175743,7,27.468,1
1.17131483133733,7,30.764,1
1.25811798457249,7,34.691,1
0.697511391034089,7,39.421,1
0.699793437149772,7,43.744,1
1.08156460573993,7,49.179,1
1.55102074461975,7,55.697,1
0.820141597147602,7,62.159,1
1.25811798457249,7,70.185,1
1.2142305040381,7,83.165,1
0.114185294321428,8,12.98,1
0.190216917441817,8,14.488,1
0.0381536712010399,8,16.276,1
0.498950255433546,8,18.415,1
0,8,21.006,1
0.461171779941178,8,27.468,1
0.190494325476527,8,30.764,1
0.382390091825476,8,34.691,1
0.422851100016362,8,39.421,1
0.619298415431377,8,43.744,1
0.421572112100559,8,49.179,1
0.824370599387973,8,55.697,1
0.821544816509312,8,62.159,1
0.498950255433546,8,70.185,1
1.04025160429662,8,83.165,1
0,9,12.98,1
0.461171779941178,9,14.488,1
0.617821833371359,9,16.276,1
0.382390091825476,9,18.415,1
0,9,21.006,1
0.577731943549248,9,27.468,1
0.232634182574546,9,30.764,1
0.821544816509312,9,34.691,1
0.229884117579232,9,39.421,1
0.228370588642857,9,43.744,1
0.781454926687201,9,49.179,1
1.25542265302771,9,55.697,1
0.229884117579232,9,62.159,1
0.617331611389868,9,70.185,1
0.343557980392418,9,83.165,1
-0.104496075759668,1,12.98,2
-0.209313080762203,1,14.488,2
-0.0208992095695654,1,16.276,2
0.210428394247925,1,18.415,2
-0.125413555886428,1,21.006,2
-0.190045064636556,1,27.468,2
0.0836517339071291,1,30.764,2
-0.0417892978164539,1,34.691,2
0,1,39.421,2
-0.0626793860633424,1,43.744,2
-0.442262756700935,1,49.179,2
0,1,55.697,2
-0.0627616456602406,1,62.159,2
0.167303467814258,1,70.185,2
0.188534253303002,1,83.165,2
0.104496075759668,2,12.98,2
0.0417892978164539,2,14.488,2
-0.0626793860633424,2,16.276,2
-0.0836517339071291,2,18.415,2
-0.146551435101963,2,21.006,2
-0.209451733429762,2,27.468,2
-0.0835968661901023,2,30.764,2
0.104541822154018,2,34.691,2
-0.597037167217827,2,39.421,2
-0.104541822154018,2,43.744,2
0.0209449559639152,2,49.179,2
-0.147003916541217,2,55.697,2
0.126776660340796,2,62.159,2
0.231318482494813,2,70.185,2
0.167303467814258,2,83.165,2
0.295136400952254,3,12.98,2
-0.188285189521204,3,14.488,2
-0.0627067779432138,3,16.276,2
-0.02091748012676,3,18.415,2
0.0835785956329077,3,21.006,2
-0.0835968661901023,3,27.468,2
0.0628441577976215,3,30.764,2
0.126411648329579,3,34.691,2
0.378236852545585,3,39.421,2
0.0417892978164539,3,43.744,2
0.146358511850343,3,49.179,2
0.48518146558881,3,55.697,2
-0.0627616456602406,3,62.159,2
0.728739939138884,3,70.185,2
0.357495709308084,3,83.165,2
-0.442262756700935,4,12.98,2
0.0209449559639152,4,14.488,2
-0.104771258608186,4,16.276,2
0.0417892978164539,4,18.415,2
0.146551435101963,4,21.006,2
-0.336089741102999,4,27.468,2
-0.231318482494813,4,30.764,2
0.125523543860964,4,34.691,2
0.594041930223595,4,39.421,2
-0.443482793746447,4,43.744,2
-0.294080128155054,4,49.179,2
0.442262756700935,4,55.697,2
-0.146422753430529,4,62.159,2
0.616264398275156,4,70.185,2
-0.0629545689118602,4,83.165,2
0.0417892978164539,5,12.98,2
0.209451733429762,5,14.488,2
0.507757790237168,5,16.276,2
-0.0837433673671868,5,18.415,2
0.146422753430529,5,21.006,2
0.0835968661901023,5,27.468,2
-0.041780176493777,5,30.764,2
-0.189118426272792,5,34.691,2
0,5,39.421,2
0.104771258608186,5,43.744,2
0.0421114998724733,5,49.179,2
0.295867837215893,5,55.697,2
0.146422753430529,5,62.159,2
0.464096175241797,5,70.185,2
0.571715587228903,5,83.165,2
0.188368124798288,6,12.98,2
-0.02091748012676,6,14.488,2
0.146422753430529,6,16.276,2
0.336089741102999,6,18.415,2
-0.146422753430529,6,21.006,2
0.251825204216006,6,27.468,2
-0.167340233557289,6,30.764,2
0.230396689393678,6,34.691,2
-0.0627067779432138,6,39.421,2
0.104633455614075,6,43.744,2
-0.0836517339071291,6,49.179,2
0.272527460402181,6,55.697,2
0.209313080762203,6,62.159,2
0.167340233557289,6,70.185,2
0.0836517339071291,6,83.165,2
-0.104496075759668,7,12.98,2
-0.104496075759668,7,14.488,2
0.0835968661901023,7,16.276,2
-0.0419266776708615,7,18.415,2
0.230907724089246,7,21.006,2
0.188534253303002,7,27.468,2
0.104496075759668,7,30.764,2
0,7,34.691,2
0.272527460402181,7,39.421,2
0.572529189540805,7,43.744,2
-0.0628441577976215,7,49.179,2
0.771422126383253,7,55.697,2
0.464096175241797,7,62.159,2
0.251322693710148,7,70.185,2
0.37832239903603,7,83.165,2
0,8,12.98,2
0.0835785956329077,8,14.488,2
-0.167635043733437,8,16.276,2
-0.209313080762203,8,18.415,2
-0.146422753430529,8,21.006,2
-0.104633455614075,8,27.468,2
-0.209313080762203,8,30.764,2
0.29355535164318,8,34.691,2
-0.104541822154018,8,39.421,2
-0.231318482494813,8,43.744,2
-0.188285189521204,8,49.179,2
0.274237191382688,8,55.697,2
-0.146358511850343,8,62.159,2
0.272406302341623,8,70.185,2
0.293751881886868,8,83.165,2
0.0417892978164539,9,12.98,2
-0.104496075759668,9,14.488,2
0.209313080762203,9,16.276,2
0.041780176493777,9,18.415,2
-0.125413555886428,9,21.006,2
0.357980558749875,9,27.468,2
0.146744955486549,9,30.764,2
0.125441031723583,9,34.691,2
0.104496075759668,9,39.421,2
0.399728367241115,9,43.744,2
-0.402291097871504,9,49.179,2
0.251322693710148,9,55.697,2
0.0417892978164539,9,62.159,2
0.37832239903603,9,70.185,2
0.0208900882468885,9,83.165,2
0.341232499203835,1,12.98,3
0.0796596695525328,1,14.488,3
0.120030626725412,1,16.276,3
-0.0398219121872433,1,18.415,3
0.0796122873834025,1,21.006,3
0.0995548571506124,1,27.468,3
0.120030626725412,1,30.764,3
0.199267948073195,1,34.691,3
-0.0397982539778593,1,39.421,3
-0.259986565928696,1,43.744,3
0.0996339740365977,1,49.179,3
0.0198951875980796,1,55.697,3
0.199427398667185,1,62.159,3
0.299539179585133,1,70.185,3
0.21928208707644,1,83.165,3
0.23934427291846,2,12.98,3
0.0199188458074636,2,14.488,3
-0.0199030663797796,2,16.276,3
0.159828880703271,2,18.415,3
-0.0397982539778593,2,21.006,3
0.0401807676634288,2,27.468,3
0.139376769337856,2,30.764,3
0.139376769337856,2,34.691,3
0.0997529254417625,2,39.421,3
0.159351073821921,2,43.744,3
-0.199307782592375,2,49.179,3
0.401283128533164,2,55.697,3
0.626856670824999,2,62.159,3
0.260407340441273,2,70.185,3
0.199307782592375,2,83.165,3
0.259986565928696,3,12.98,3
-0.0796596695525328,3,14.488,3
-0.0597644819544531,3,16.276,3
-0.179508552859721,3,18.415,3
-0.139376769337856,3,21.006,3
0.339979765025235,3,27.468,3
0.139376769337856,3,30.764,3
0.279476993743113,3,34.691,3
0.140214115814846,3,39.421,3
0.319657761406542,3,43.744,3
0.302980448056207,3,49.179,3
0.796464015402539,3,55.697,3
0.6060923698313,3,62.159,3
0.4413098600294,3,70.185,3
0.668790615302057,3,83.165,3
-0.179365212825165,4,12.98,3
0.0796596695525328,4,14.488,3
0.360319385345276,4,16.276,3
-0.0796122873834025,4,18.415,3
-0.0199188458074636,4,21.006,3
0.219545980488594,4,27.468,3
0.0199188458074636,4,30.764,3
0.0398219121872433,4,34.691,3
0.119815111283782,4,39.421,3
-0.0596934415759389,4,43.744,3
0.239729469578028,4,49.179,3
0.159605486479942,4,55.697,3
0.139543300637922,4,62.159,3
-0.0397982539778593,4,70.185,3
0.219369968434395,4,83.165,3
0.0596934415759389,5,12.98,3
0.239488550255804,5,14.488,3
-0.139432228014457,5,16.276,3
0.159605486479942,5,18.415,3
0.0796596695525328,5,21.006,3
0.280326186248736,5,27.468,3
0.321289929436625,5,30.764,3
0.441585199444007,5,34.691,3
0.525935237503841,5,39.421,3
0.420878552606787,5,43.744,3
0.927927869977012,5,49.179,3
0.608073131014993,5,55.697,3
0.545183858676638,5,62.159,3
1.02018309714524,5,70.185,3
1.06821146025783,5,83.165,3
0.4413098600294,6,12.98,3
-0.0795965079557185,6,14.488,3
0.0199030663797796,6,16.276,3
0.40186426010235,6,18.415,3
-0.219545980488594,6,21.006,3
0.119457923530392,6,27.468,3
0.606487222184567,6,30.764,3
0.159605486479942,6,34.691,3
0.199307782592375,6,39.421,3
-0.0995548571506124,6,43.744,3
0.199307782592375,6,49.179,3
0.420878552606787,6,55.697,3
0.219545980488594,6,62.159,3
0.647894840589472,6,70.185,3
0.482485613205881,6,83.165,3
0.0200141390032444,7,12.98,3
0.139432228014457,7,14.488,3
0,7,16.276,3
-0.199267948073195,7,18.415,3
-0.159828880703271,7,21.006,3
0.19962713468113,7,27.468,3
0.483705103472063,7,30.764,3
0.139432228014457,7,34.691,3
-0.0399168742512748,7,39.421,3
0.420878552606787,7,43.744,3
0.322014401040367,7,49.179,3
0.339841250495976,7,55.697,3
0.180012369792705,7,62.159,3
0.6060923698313,7,70.185,3
0.279646343829303,7,83.165,3
0.0400763248452644,8,12.98,3
0.299539179585133,8,14.488,3
-0.019974304484065,8,16.276,3
0.199267948073195,8,18.415,3
0.139543300637922,8,21.006,3
0.259986565928696,8,27.468,3
0.0995153537631821,8,30.764,3
0.259358411921704,8,34.691,3
0.442045027765779,8,39.421,3
-0.139933693105191,8,43.744,3
0.139376769337856,8,49.179,3
0.259672039345238,8,55.697,3
0.381220942691144,8,62.159,3
0.179365212825165,8,70.185,3
0.159605486479942,8,83.165,3
0.322875635654286,9,12.98,3
0.219369968434395,9,14.488,3
0.0795965079557185,9,16.276,3
0.0397982539778593,9,18.415,3
-0.0796122873834025,9,21.006,3
0.219545980488594,9,27.468,3
0.199427398667185,9,30.764,3
0.401283128533164,9,34.691,3
0.119529161634677,9,39.421,3
0.0796122873834025,9,43.744,3
0.401283128533164,9,49.179,3
0.14055236635805,9,55.697,3
0.421052763678732,9,62.159,3
0.0996339740365977,9,70.185,3
0.179365212825165,9,83.165,3
-0.0610280240933218,1,12.98,4
0.49044439908078,1,14.488,4
0.422628561096049,1,16.276,4
-0.179365212825165,1,18.415,4
0.362697547841529,1,21.006,4
0.246458243760728,1,27.468,4
0.239729469578028,1,30.764,4
0,1,34.691,4
0.610739669088163,1,39.421,4
0.241040393886027,1,43.744,4
-0.0599310132545192,1,49.179,4
0.0597170997853229,1,55.697,4
0.241040393886027,1,62.159,4
0,1,70.185,4
0.299660482832547,1,83.165,4
-0.317188200888849,2,12.98,4
0.119648113039842,2,14.488,4
-0.120295270007382,2,16.276,4
-0.360688506925869,2,18.415,4
-0.0597170997853229,2,21.006,4
-0.49044439908078,2,27.468,4
0.0610280240933218,2,30.764,4
-0.119648113039842,2,34.691,4
-0.179365212825165,2,39.421,4
0.119434199570646,2,43.744,4
0.360688506925869,2,49.179,4
-0.0599310132545192,2,55.697,4
0.544020841942233,2,62.159,4
-0.239729469578028,2,70.185,4
0.179365212825165,2,83.165,4
0.0597170997853229,3,12.98,4
-0.119648113039842,3,14.488,4
-0.36610635680057,3,16.276,4
-0.306389257015247,3,18.415,4
-0.183332335016364,3,21.006,4
-0.0597170997853229,3,27.468,4
0.544020841942233,3,30.764,4
-0.0597170997853229,3,34.691,4
-0.607146750686597,3,39.421,4
0.556917670466877,3,43.744,4
0,3,49.179,4
-0.180012369792705,3,55.697,4
0.671767693181484,3,62.159,4
-0.119434199570646,3,70.185,4
-0.0603642567528629,3,83.165,4
0.179365212825165,4,12.98,4
-0.179365212825165,4,14.488,4
-0.299660482832547,4,16.276,4
-0.800181018737761,4,18.415,4
-0.120295270007382,4,21.006,4
-0.119648113039842,4,27.468,4
-0.179365212825165,4,30.764,4
-0.738240964567581,4,34.691,4
0,4,39.421,4
-0.180012369792705,4,43.744,4
-0.0599310132545192,4,49.179,4
0,4,55.697,4
0,4,62.159,4
0.0597170997853229,4,70.185,4
0.0603642567528629,4,83.165,4
0,5,12.98,4
-0.360688506925869,5,14.488,4
0.180012369792705,5,16.276,4
-0.180012369792705,5,18.415,4
-0.239296226079684,5,21.006,4
0.180012369792705,5,27.468,4
0.30075749367135,5,30.764,4
-0.422628561096049,5,34.691,4
0.0597170997853229,5,39.421,4
0.30075749367135,5,43.744,4
0.119648113039842,5,49.179,4
-0.180012369792705,5,55.697,4
0.239729469578028,5,62.159,4
0,5,70.185,4
-0.0597170997853229,5,83.165,4
-0.0610280240933218,6,12.98,4
-0.360688506925869,6,14.488,4
-0.36002473958541,6,16.276,4
-0.179365212825165,6,18.415,4
-0.0603642567528629,6,21.006,4
0.497200570681554,6,27.468,4
0.360688506925869,6,30.764,4
-0.377552457641712,6,34.691,4
-0.671767693181484,6,39.421,4
0.30075749367135,6,43.744,4
0.0597170997853229,6,49.179,4
-0.119434199570646,6,55.697,4
0.119648113039842,6,62.159,4
-0.120295270007382,6,70.185,4
0.371010199510135,6,83.165,4
0.385936452140158,7,12.98,4
0,7,14.488,4
-0.239729469578028,7,16.276,4
-0.180012369792705,7,18.415,4
-0.0597170997853229,7,21.006,4
-0.677212940474259,7,27.468,4
-0.179365212825165,7,30.764,4
-0.800181018737761,7,34.691,4
-0.544020841942233,7,39.421,4
-0.181323294100704,7,43.744,4
-0.317188200888849,7,49.179,4
-0.421052763678732,7,55.697,4
-0.239296226079684,7,62.159,4
-0.0599310132545192,7,70.185,4
-0.119434199570646,7,83.165,4
-0.125065962914543,8,12.98,4
-0.239296226079684,8,14.488,4
0,8,16.276,4
-0.246458243760728,8,18.415,4
-0.422628561096049,8,21.006,4
-0.669086804856776,8,27.468,4
0.607146750686597,8,30.764,4
-0.239729469578028,8,34.691,4
-0.181323294100704,8,39.421,4
0.241040393886027,8,43.744,4
0.607146750686597,8,49.179,4
0.119648113039842,8,55.697,4
0.671767693181484,8,62.159,4
-0.0599310132545192,8,70.185,4
0.0610280240933218,8,83.165,4
-0.0610280240933218,9,12.98,4
0.0631259087443632,9,14.488,4
0.36610635680057,9,16.276,4
-0.241040393886027,9,18.415,4
0.306389257015247,9,21.006,4
0.362697547841529,9,27.468,4
0.362697547841529,9,30.764,4
0.179365212825165,9,34.691,4
0.122968078263502,9,39.421,4
0.180012369792705,9,43.744,4
0.625665921718186,9,49.179,4
0.119434199570646,9,55.697,4
0.669086804856776,9,62.159,4
-0.181323294100704,9,70.185,4
-0.0599310132545192,9,83.165,4
0.156878635990016,1,12.98,5
0.161328679354205,1,14.488,5
-0.423272819578451,1,16.276,5
0.157310684610171,1,18.415,5
-0.104490360751881,1,21.006,5
0.106836292215753,1,27.468,5
-0.0544923871384517,1,30.764,5
0.367739078858095,1,34.691,5
0.157310684610171,1,39.421,5
-0.0523882752381349,1,43.744,5
0.326093843681382,1,49.179,5
0.157310684610171,1,55.697,5
0.316392157201864,1,62.159,5
0.211901796449983,1,70.185,5
0,1,83.165,5
0.209555864986111,2,12.98,5
-0.158183213871984,2,14.488,5
-0.157310684610171,2,16.276,5
-0.210428394247925,2,18.415,5
-0.2140059083503,2,21.006,5
-0.10821096971645,2,27.468,5
-0.158183213871984,2,30.764,5
0.42085678849585,2,34.691,5
0.426340590573664,2,39.421,5
-0.63727872792875,2,43.744,5
0.0544923871384517,2,49.179,5
-0.0523882752381349,2,55.697,5
0.209555864986111,2,62.159,5
0.209266911228151,2,70.185,5
0,2,83.165,5
-0.209266911228151,3,12.98,5
0.10821096971645,3,14.488,5
0.104490360751881,3,16.276,5
0.157310684610171,3,18.415,5
0.0523882752381349,3,21.006,5
-0.1099484333718,3,27.468,5
-0.48877641111467,3,30.764,5
0.474575371073848,3,34.691,5
0.156878635990016,3,39.421,5
-1.15881689288443,3,43.744,5
0.593409866728745,3,49.179,5
0,3,55.697,5
0.264146976825924,3,62.159,5
0.531406094807894,3,70.185,5
